,CEZCO 4.875 04/25- CEZCO,XS0502286908,אחר,בלומברג,8429,אחר,A-,S P,20/06/11,7.46,אירו,4.88,1.49,"1,000,000.00",133.11,"5,704.77",0.00,0.78,0.01,,
,BOA 5.65 05/01/18- BANK OF AMER CRP,US06051GDX43,אחר,בלומברג,8174,בנקים,BBB+,S P,20/06/11,1.96,דולר אמריקאי,5.65,2.04,"4,600,000.00",109.70,"19,004.02",0.00,2.61,0.03,,
,C 6 1/8 05/15/18- CITIGROUP INC,US172967ES69,אחר,בלומברג,8184,בנקים,BBB+,S P,20/06/11,1.99,דולר אמריקאי,6.13,1.89,"2,000,000.00",111.10,"8,367.97",0.00,1.15,0.01,,
,HSBC F 06/01/16- HSBC Bank,US40429CFR88,אחר,בלומברג,8199,בנקים,Baa1,Moodys,19/05/11,0.17,דולר אמריקאי,0.84,0.88,"5,000,000.00",100.06,"18,841.82",0.00,2.59,0.03,,
,NAB VAR 09/49- NATIONAL AUSTRALIA BK-NV,XS0347918723,אחר,בלומברג,8427,בנקים,BBB,S P,20/06/11,0.48,דולר אמריקאי,8.00,2.89,"1,850,000.00",102.57,"7,146.25",0.00,0.98,0.01,,
,PRGO 3.9% 12/15/24,US714295AC63 CORP,NYSE,בלומברג,1233,מסחר,Baa3,Moodys,01/03/16,7.39,דולר אמריקאי,3.90,3.92,"2,200,000.00",101.25,"8,389.04",0.31,1.15,0.01,,
,RABOBANK TIER 1 CAPITAL- RABOBANK,XS0431744282,אחר,בלומברג,8235,בנקים,BBB-,S P,20/06/11,2.80,דולר אמריקאי,11.00,4.31,"8,500,000.00",123.01,"39,375.45",0.00,5.41,0.07,,
,"סה""כ חברות זרות בחו""ל",,,,,,,,,3.19,,,2.91,"28,150,000.00",,"119,607.05",,16.42,0.21,,
,"סה""כ בחו""ל",,,,,,,,,5.27,,,3.98,"68,195,000.00",,"298,672.23",,41.01,0.53,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
