,Ormat Technologies Inc- ORMAT TECHNOLOGIES INC,60289956,בלומברג,8477,מסחר,0,לא מדורג,04/08/10,1.29,דולר אמריקאי,7.00,2.35,"14,216,000.00",107.21,"57,397.08",0.00,2.65,0.10,,
,PIMCO LUX TR USD- PIMCO,LU0683769987,בלומברג,9005,"אג""ח מובנות",0,לא מדורג,29/09/11,5.91,דולר אמריקאי,0.00,3.57,"3,392,468.02","1,202.00","153,567.94",0.00,7.09,0.27,,
,"סה""כ אג""ח קונצרני של חברות זרות",,,,,,,,4.56,,,2.74,"223,349,964.27",,"794,362.86",,36.66,1.40,,
,"סה""כ בחו""ל",,,,,,,,4.56,,,2.74,"223,349,964.27",,"794,362.86",,36.66,1.40,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
