,ממשלתי שקלי 0516- ממשלת ישראל,1127166,TASE,RF,מעלות,01/07/15,0.16,שקל חדש,2.50,0.10,"51,113,213.00",102.49,"52,385.93",0.59,10.59,1.08,,,,,
,ממשלתי שקלי 0816- ממשלת ישראל,1122019,TASE,RF,מעלות,01/07/15,0.42,שקל חדש,4.25,0.12,"40,435,011.00",104.21,"42,137.32",0.26,8.52,0.87,,,,,
,"סה""כ שחר",,,,,,0.31,,,0.11,"97,152,055.00",,"100,429.69",,20.31,2.07,,,,,
,גילון,,,,,,,,,,,,,,,,,,,,
,ממשלתי 0817 ריבית משתנה- ממשלת ישראל,1106970,TASE,RF,מעלות,14/01/16,1.42,שקל חדש,0.14,0.19,"3,920,000.00",99.89,"3,915.69",0.03,0.79,0.08,,,,,
,ממשלתי משתנה 0520- ממשלת ישראל,1116193,TASE,RF,מעלות,17/09/13,4.16,שקל חדש,0.14,0.27,"43,022,537.00",99.32,"42,729.98",0.23,8.64,0.88,,,,,
,ממשלתי משתנה 1121- ממשלת ישראל,1127646,TASE,RF,מעלות,12/03/13,5.65,שקל חדש,0.14,0.29,"66,000,000.00",98.99,"65,333.40",0.66,13.21,1.35,,,,,
,"סה""כ גילון",,,,,,4.93,,,0.28,"112,942,537.00",,"111,979.07",,22.65,2.31,,,,,
,"סה""כ לא צמודות",,,,,,2.14,,,0.17,"294,695,266.00",,"296,960.31",,60.06,6.13,,,,,
,צמודות לדולר,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ צמודות לדולר",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ בישראל",,,,,,7.69,,,0.41,"442,242,396.00",,"494,448.12",,100.00,10.21,,,,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,,
,"אג""ח של ממשלת ישראל שהונפקו בחו""ל",,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ אג""ח של ממשלת ישראל שהונפקו בחו""ל",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"אג""ח שהנפיקו ממשלות זרות בחו""ל",,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ אג""ח שהנפיקו ממשלות זרות בחו""ל",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ בחו""ל",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
