,מקמ 516- ממשלת ישראל,8160517,TASE,RF,מעלות,06/05/15,0.09,שקל חדש,0.00,0.22,"885,188.00",99.98,885.01,0.01,0.38,0.03,,,,,
,מקמ 816- ממשלת ישראל,8160814,TASE,RF,מעלות,05/08/15,0.34,שקל חדש,0.00,0.09,"5,995,411.00",99.97,"5,993.61",0.07,2.58,0.18,,,,,
,"סה""כ מלווה קצר מועד",,,,,,0.47,,,0.10,"27,239,790.00",,"27,226.58",,11.74,0.84,,,,,
,שחר,,,,,,,,,,,,,,,,,,,,
,ממשלתי שקלי 0217- ממשלת ישראל,1101575,TASE,RF,מעלות,06/01/16,0.91,שקל חדש,5.53,0.10,"3,253,419.00",105.40,"3,429.10",0.02,1.48,0.11,,,,,
,ממשלתי שקלי 0516- ממשלת ישראל,1127166,TASE,RF,מעלות,01/07/15,0.16,שקל חדש,2.50,0.10,"742,913.00",102.49,761.41,0.01,0.33,0.02,,,,,
,ממשלתי שקלי 0816- ממשלת ישראל,1122019,TASE,RF,מעלות,01/07/15,0.42,שקל חדש,4.25,0.12,"19,867,118.00",104.21,"20,703.52",0.13,8.93,0.64,,,,,
,"סה""כ שחר",,,,,,0.48,,,0.12,"23,863,450.00",,"24,894.04",,10.74,0.77,,,,,
,גילון,,,,,,,,,,,,,,,,,,,,
,ממשלתי 0817 ריבית משתנה- ממשלת ישראל,1106970,TASE,RF,מעלות,14/01/16,1.42,שקל חדש,0.14,0.19,"2,660,000.00",99.89,"2,657.07",0.02,1.15,0.08,,,,,
,ממשלתי משתנה 0520- ממשלת ישראל,1116193,TASE,RF,מעלות,17/09/13,4.16,שקל חדש,0.14,0.27,"6,220,270.00",99.32,"6,177.97",0.03,2.66,0.19,,,,,
,ממשלתי משתנה 1121- ממשלת ישראל,1127646,TASE,RF,מעלות,12/03/13,5.65,שקל חדש,0.14,0.29,"47,036,725.00",98.99,"46,561.65",0.47,20.08,1.44,,,,,
,"סה""כ גילון",,,,,,5.28,,,0.28,"55,916,995.00",,"55,396.70",,23.89,1.71,,,,,
,"סה""כ לא צמודות",,,,,,2.95,,,0.20,"107,020,235.00",,"107,517.32",,46.36,3.32,,,,,
,צמודות לדולר,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ צמודות לדולר",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ בישראל",,,,,,9.85,,,0.49,"200,418,253.00",,"231,893.43",,100.00,7.16,,,,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,,
,"אג""ח של ממשלת ישראל שהונפקו בחו""ל",,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ אג""ח של ממשלת ישראל שהונפקו בחו""ל",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"אג""ח שהנפיקו ממשלות זרות בחו""ל",,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ אג""ח שהנפיקו ממשלות זרות בחו""ל",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ בחו""ל",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
