,די בי אס ב 11/19 5.35%- די בי אס - יס,1121490,,8446,שירותים,AA-,פנימי,10/11/10,2.05,שקל חדש,5.71,0.10,"107,948,379.30",118.30,"127,702.93",0.00,1.82,0.07,,
,דיסקונט  שה- דיסקונט,6393102,,691,בנקים,AA-,מעלות,06/11/03,1.56,שקל חדש,5.70,1.87,"8,100,000.00",132.40,"10,724.40",0.00,0.15,0.01,,
,"דיסקונט כ""ה 09/22 3.8%- דיסקונט",6390041,,691,בנקים,AA-,מעלות,12/02/12,5.85,שקל חדש,3.80,0.91,"59,700,000.00",121.75,"72,684.75",0.00,1.04,0.04,,
,דיסקונט כ.התחיבות 2017- דיסקונט,6391346,,691,בנקים,AA-,מעלות,11/06/07,0.83,שקל חדש,4.90,0.41,"882,353.21",160.25,"1,413.97",0.00,0.02,0.00,,
,דיסקונט שה 6.2%- דיסקונט,6391247,,691,בנקים,AA-,מעלות,20/06/05,0.44,שקל חדש,6.20,0.17,"405,405.79",122.79,497.80,0.00,0.01,0.00,,
,דיסקונט שה 6.7%- דיסקונט,6391197,,691,בנקים,AA-,מעלות,14/11/04,0.72,שקל חדש,6.70,0.60,"870,000.00",134.03,"1,166.06",0.00,0.02,0.00,,
,מר.דסקונט כ.ה.נדחה 4.1% 07/2- מרכנתיל דיסקונט,7290497,,8017,בנקים,AA-,מעלות,22/02/11,7.34,שקל חדש,4.10,0.98,"58,000,000.00",129.58,"75,156.40",0.00,1.07,0.04,,
,מרכנתיל  ש.הון 6.9%- מרכנתיל דיסקונט,7290455,,8017,בנקים,AA-,מעלות,20/06/05,1.43,שקל חדש,6.90,1.68,"800,000.00",129.61,"1,036.88",0.00,0.01,0.00,,
,מרכנתיל דסקונט כ.ה. 09/22 3.8%- מרכנתיל דיסקונט,7299522,,8017,בנקים,AA-,מעלות,25/01/12,5.85,שקל חדש,3.80,0.92,"47,520,000.00",121.72,"57,841.34",0.00,0.83,0.03,,
,נתיבי גז א- נתיבי גז,1103084,,8123,אחר,AA-,פנימי,02/01/07,5.64,שקל חדש,5.60,1.14,"14,023,705.81",152.71,"21,415.60",2.00,0.31,0.01,,
,נתיבי גז ג- נתיבי גז,1125509,,8123,אחר,AA-,פנימי,02/01/12,8.89,שקל חדש,4.80,1.89,"87,986,818.00",131.35,"115,570.69",0.00,1.65,0.06,,
,נתיבי גז ד- נתיבי גז,1131994,,8123,אחר,AA-,פנימי,30/07/14,11.50,שקל חדש,2.95,2.10,"145,000,000.00",111.02,"160,979.00",0.00,2.30,0.08,,
,הון משני עליון - בנק לאומי- לאומי,74001041,,604,בנקים,A+,מעלות,07/04/09,2.72,שקל חדש,6.20,0.78,"200,000,000.00",135.94,"271,880.00",0.00,3.88,0.14,,
,מ.מבטחים ה.מ.מורכב ב  4.65% 2021/24- מנורה מבטחים בטוח,1124759,,8319,ביטוח,A1,מידרוג,06/10/11,4.98,שקל חדש,4.65,0.79,"59,500,000.00",124.47,"74,059.65",0.00,1.06,0.04,,
,מ.מבטחים ה.מ.מורכב ג 3.3% 2027/30- מנורה מבטחים בטוח,1131911,,8319,ביטוח,A1,מידרוג,02/04/14,9.65,שקל חדש,3.30,2.16,"60,000,000.00",113.34,"68,004.00",0.00,0.97,0.04,,
,מקורות 8 4.1% 2048- מקורות,1124346,,1150,אחר,A+,פנימי,14/07/11,12.47,שקל חדש,4.10,1.98,"404,751,942.00",133.15,"538,927.21",0.00,7.70,0.28,,
,מקורות אגח  5- מקורות,1095538,,1150,אחר,A+,פנימי,28/12/05,1.71,שקל חדש,4.90,0.49,"103,011,366.60",128.82,"132,699.24",14.42,1.90,0.07,,
,מקורות סדרה ו- מקורות,1100908,,1150,אחר,A+,פנימי,02/01/07,10.34,שקל חדש,4.90,1.41,"360,820,000.00",167.51,"604,409.58",23.71,8.63,0.31,,
,פועלים הון ראשוני ג- בנק הפועלים,6620280,,662,בנקים,A+,מעלות,22/11/07,5.65,שקל חדש,5.75,0.93,"130,000,000.00",152.77,"198,601.00",9.98,2.84,0.10,,
,פועלים הון ראשוני ב- בנק הפועלים,6620215,,662,בנקים,A+,מעלות,01/02/04,2.63,שקל חדש,5.75,1.13,"10,000,000.00",139.83,"13,983.00",0.00,0.20,0.01,,
,דרך ארץ מזנין 2- דרך ארץ,6270,,8019,אחר,A2,מידרוג,16/03/11,5.90,שקל חדש,7.15,1.58,"83,689,147.98",142.57,"119,315.62",0.00,1.70,0.06,,
,יצחקי מחסנים א 10/16 6.5%- יצחקי,1109198,,8301,"נדל""ן ובינוי",A2,מידרוג,23/01/08,0.64,שקל חדש,6.50,0.64,"8,910,003.20",122.50,"10,914.75",3.28,0.16,0.01,,
,חשמל 2022- חברת החשמל,6000129,,600,שירותים,A-,פנימי,18/01/11,4.81,שקל חדש,6.00,3.16,"158,769,000.00",119.86,"190,300.52",0.00,2.72,0.10,,
,חשמל 2029 6%- חברת החשמל,6000186,,600,שירותים,A-,פנימי,07/05/14,8.17,שקל חדש,6.00,3.09,"324,674,682.00",128.66,"417,726.45",0.00,5.97,0.22,,
,חשמל יא- חברת החשמל,6000038,,600,שירותים,A-,פנימי,18/08/05,0.38,שקל חדש,6.50,0.47,"181,829,104.00",127.00,"230,922.96",14.66,3.30,0.12,,
,חשמל צמוד 2020 6.85%- חברת החשמל,6000111,,600,שירותים,A-,פנימי,12/02/09,3.49,שקל חדש,6.85,0.78,"93,000,000.00",137.09,"127,493.70",18.41,1.82,0.07,,
,קבוצת דלק יב- קבוצת דלק,1099639,,1095,השקעות ואחזקות,BBB+,פנימי,07/11/06,1.02,שקל חדש,5.35,0.83,"64,850,699.09",126.00,"81,711.88",10.89,1.17,0.04,,
,אגרקסקו אגח א- אגרקסקו,1109180,,8308,שירותים,0,לא מדורג,05/02/08,0.00,שקל חדש,9.90,0.00,"5,744,487.78",0.00,0.00,4.10,0.00,0.00,,
,אגרקסקו אגח א חש 4/12- אגרקסקו,1126770,,8308,שירותים,0,לא מדורג,03/08/12,0.00,שקל חדש,9.90,0.00,"1,148,897.56",0.00,0.00,0.00,0.00,0.00,,
,"סה""כ צמוד מדד",,,,,,,,6.60,,,1.46,"3,071,263,543.91",,"4,174,519.00",,59.63,2.16,,
,לא צמוד,,,,,,,,,,,,,,,,,,,
,0,0,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ לא צמוד",,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"צמודות למט""ח",,,,,,,,,,,,,,,,,,,
,נתיבים א- נתיבים אגרות חוב,1090281,,1191,השקעות ואחזקות,AA,מעלות,10/05/04,5.40,דולר אמריקאי,7.97,3.35,"7,634,303.26",128.63,"36,982.14",5.24,0.53,0.02,,
,A1 צים אגח- צים,6510044,,651,שירותים,0,לא מדורג,20/07/14,6.40,דולר אמריקאי,3.00,7.02,"10,569,046.74",78.25,"31,145.87",2.83,0.44,0.02,,
,צים אגח ד- צים,6510069,,651,שירותים,0,לא מדורג,20/07/14,3.05,דולר אמריקאי,3.44,2.93,"3,055,158.11",101.65,"11,695.57",6.24,0.17,0.01,,
,"סה""כ צמודות למט""ח",,,,,,,,5.44,,,4.72,"21,258,508.11",,"79,823.58",,1.14,0.04,,
,אחר,,,,,,,,,,,,,,,,,,,
,0,0,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ אחר",,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"סה""כ בישראל",,,,,,,,6.58,,,1.53,"3,092,522,052.02",,"4,254,342.58",,60.77,2.20,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,
,"אג""ח קונצרני של חברות ישראליות",,,,,,,,,,,,,,,,,,,
,0,0,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ אג""ח קונצרני של חברות ישראליות",,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"אג""ח קונצרני של חברות זרות",,,,,,,,,,,,,,,,,,,
,"ש""ח HSBC 6.14% 26.3.27- HSBC Bank",XS0762108453,בלומברג,8199,בנקים,AA-,S P,26/03/12,8.63,שקל חדש,6.14,3.30,"71,600,000.00",125.91,"90,154.50",0.00,1.29,0.05,,
,Credit Suisse Global FI- Credit Suisse,KYG445041018,בלומברג,8185,"אג""ח מובנות",A,S P,01/02/11,5.03,דולר אמריקאי,0.00,2.68,"934,189.23","11,890.00","418,308.82",0.00,5.98,0.22,,
,ING BANK NV CLN FLOAT 4/21- ING BANK NV,XS0598374519,בלומברג,8452,בנקים,A2,Moodys,24/02/11,4.58,דולר אמריקאי,3.33,2.71,"29,000,000.00",105.48,"115,198.93",0.00,1.65,0.06,,
,ING CLN L+3.8% 01/22- ING BANK NV,XS0686564781,בלומברג,8452,בנקים,A,S P,10/10/11,5.10,דולר אמריקאי,4.13,2.89,"47,760,000.00",109.60,"197,136.52",95.52,2.82,0.10,,
,LLOYDS F CLN 21/6/21- LLOYDS TSB PLC,XS0632909635,בלומברג,8456,בנקים,A,S P,01/06/11,4.81,דולר אמריקאי,3.45,2.42,"59,250,000.00",105.46,"235,318.70",0.00,3.36,0.12,,
,UBS CLN 4.25% CPI ISRAEL 28.7.18- UBS  AG JERSEY BRANCH,XS0379261323,בלומברג,9077,בנקים,A,S P,28/07/08,2.21,שקל חדש,4.25,1.76,"81,500,000.00",121.65,"99,144.75",0.00,1.42,0.05,,
,UBS CLN L+3.30% 5/7/22- UBS  AG JERSEY BRANCH,XS0769417931,בלומברג,9077,בנקים,A,S P,28/03/12,5.55,דולר אמריקאי,3.62,3.38,"29,800,000.00",104.15,"116,888.51",0.00,1.67,0.06,,
,BARC CLN 6.45 6/22/2020- BARCLAYS,XS0511401761,בלומברג,8223,בנקים,A-,S P,25/05/10,3.72,שקל חדש,6.45,1.36,"120,000,000.00",125.79,"150,948.00",63.16,2.16,0.08,,
,BARC CLN L+3.65% 20/06/22- BARCLAYS,XS0614629029,בלומברג,8223,בנקים,A-,S P,15/05/12,5.53,דולר אמריקאי,4.22,2.59,"29,800,000.00",109.95,"123,393.37",0.00,1.76,0.06,,
,CITIGROUP FUNDING 4.6% 08/18- CITIGROUP INC,XS0381706190,בלומברג,8184,בנקים,Baa1,Moodys,07/08/08,2.22,שקל חדש,4.60,2.36,"80,000,000.00",121.15,"96,920.00",0.00,1.38,0.05,,
,phoenix  08/15/19- PHOENIX - credit suisse,XS0813493391,בלומברג,9010,בנקים,Baa1,Moodys,07/08/12,3.15,דולר אמריקאי,4.44,2.41,"29,000,000.00",107.16,"117,033.72",0.00,1.67,0.06,,
,RABOBANK TIER 1 CAPITAL- RABOBANK,XS0376667266,בלומברג,8235,בנקים,BBB-,S P,14/07/08,2.17,שקל חדש,4.15,2.47,"270,000,000.00",119.68,"323,136.00",0.00,4.62,0.17,,
,Ormat Technologies Inc- ORMAT TECHNOLOGIES INC,60289956,בלומברג,8477,מסחר,0,לא מדורג,04/08/10,1.29,דולר אמריקאי,7.00,2.35,"40,254,000.00",107.21,"162,525.46",0.00,2.32,0.08,,
,PIMCO LUX TR USD- PIMCO,LU0683769987,בלומברג,9005,"אג""ח מובנות",0,לא מדורג,29/09/11,5.91,דולר אמריקאי,0.00,3.57,"11,056,988.05","1,202.00","500,520.22",0.00,7.15,0.26,,
,"סה""כ אג""ח קונצרני של חברות זרות",,,,,,,,4.41,,,2.71,"899,955,177.28",,"2,746,627.50",,39.23,1.42,,
,"סה""כ בחו""ל",,,,,,,,4.41,,,2.71,"899,955,177.28",,"2,746,627.50",,39.23,1.42,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
